tmdb_id,imdb_id,title,genre,director,producers,screenwriters,imdb_rating,imdb_vote_count,running_time_minutes
6173,tt0274117,Read My Lips,"Crime, Drama, Romance",Jacques Audiard,"Philippe Carcassonne, Jean-Louis Livi","Jacques Audiard, Tonino Benacquista",7.3,16191,115
6174,tt0091574,The Murders in the Rue Morgue,"Crime, Horror, Mystery",Jeannot Szwarc,Robert A. Halmi,"Edgar Allan Poe, David Epstein",5.7,1686,100
6175,tt0268653,Sommernachtstod,"Crime, Thriller",Lars Montag,,Sylvia Haider,6.9,52,91
6176,tt0096372,The Venus Trap,"Comedy, Drama, Romance",Robert van Ackeren,"Theo Hinz, Martin Moszkowicz, Robert van Ackeren","Catharina Zwerenz, Robert van Ackeren",5.4,540,107
6177,tt0102936,Sisi/Last Minute,Drama,Christoph Böll,"Uwe Franke, Werner Possardt","Christoph Böll, Wieland Samolak, Ralph Ströhle",5.7,35,95
6178,tt0411327,Dreamcatcher,Drama,Matt Trotter,Charles Leon,Matt Trotter,4.8,22,40
6179,tt0328727,The Longing,Drama,Iain Dilthey,"Gerd Haag, Till Schmerbeck","Iain Dilthey, Silke Parzich",5.5,116,90
6180,tt0293272,I'll Wait on You Hand and Foot,Drama,Iain Dilthey,Silke Parzich,"Iain Dilthey, Silke Parzich",7.2,25,62
6181,tt0045763,Fireworks,"Comedy, Musical, Romance",Kurt Hoffmann,"Erik Charell, Conrad Flockner","Jürg Amstein, Erik Charell, Felix Lützkendorf, Günter Neumann, Herbert Witt",5.7,225,97
6182,tt0128170,The Dream Catcher,Drama,Ed Radtke,"Steven Bognar, Ed Radtke, Julia Reichert, Peter Wentworth","M.S. Nieson, Ed Radtke",6.8,608,99
6183,tt0405743,Barefoot,"Comedy, Drama, Romance",Til Schweiger,"Til Schweiger, Tom Zickler","Til Schweiger, Jann Preuss, Nika von Altenstadt, Stephen Zotnowski",7.1,11645,118
6185,tt0285039,Dream Chasers,"Adventure, Documentary, Family",Lee Stanley,,"Jac Flanders, Lee Stanley, Shane Stanley",7.5,114,48
6186,tt0064311,The Father,Drama,Alf Sjöberg,,"Alf Sjöberg, August Strindberg",6.0,56,99
6187,tt0119773,Dry Cleaning,Drama,Anne Fontaine,"Philippe Carcassonne, Alain Sarde","Anne Fontaine, Gilles Taurand",6.7,1268,93
6196,tt0188266,Utopia,Drama,Iradj Azimi,Marcel Mossotti,Iradj Azimi,7.0,44,92
6200,tt0345176,Die Eisblumen Farm,Short,Dominik Betz,,Judith Herrmann,,,20
6203,tt0414428,The Rainbowmaker,Romance,Nana Dzhordzhadze,Oliver Damian,"Nana Dzhordzhadze, Irakli Kvirikadze, Maria von Heland",6.2,192,90
6204,tt0312488,Bis dass dein Tod uns scheidet,Comedy,Manfred Stelzer,Mario Krebs,"Anke Apelt, Michel Bergmann",5.3,14,89
6205,tt1070317,Duel at Night,Thriller,Matti Geschonneck,"Reinhold Elschot, Andrea Rullmann",Daniel Nocke,7.1,229,89
6206,tt0826095,Krieg der Frauen,Comedy,Katinka Kulens Feistl,"Ariane Krampe, Martin R. Neumann",Martin Rauhaus,5.1,21,90
6207,tt0338536,Voll korrekte Jungs,Comedy,Rolf Silber,"Mark Rau, Karl-Eberhard Schäfer, Norbert Walter","Caroline Hecht, Jochen Pahl, Rolf Silber",6.2,48,96
6208,tt0279322,Es muss Liebe sein,"Comedy, Family",Felix Dünnemann,,"Rudolf Bergmann, Gabi Decker",5.5,11,90
6209,tt1122873,Späte Aussicht,Drama,Sylvia Hoffmann,,Ariela Bogenberger,7.0,47,90
6210,tt0844452,Fürchte dich nicht,"Drama, Thriller",Christiane Balthasar,"Andreas Bareiss, Gloria Burkert","Dirk Salomon, Thomas Wesskamp",7.4,80,90
6213,tt0943384,The Last One Put Out the Light,"Comedy, Drama",Clemens M. Schönborn,"Frank Kaminski, Ulrich Stiehm","Clemens M. Schönborn, Knud Kohr",6.5,101,84
6214,tt0051574,Einmal noch die Heimat seh’n,"Adventure, Drama",Otto Meyer,,Theodor Ottawa,5.0,32,99
6215,tt1073224,Niete zieht Hauptgewinn,"Comedy, Romance",Helmut Metzger,"Britta Hansen, Tanja Ziegler",Elisabeth Schwärzer,5.9,50,89
6216,tt0388118,The Whore's Son,Drama,Michael Sturminger,Josef Aichholzer,"Michael Glawogger, Gabriel Loidolt, Michael Sturminger",5.8,363,86
6217,tt0083722,Cat People,"Fantasy, Horror, Thriller",Paul Schrader,Charles W. Fries,"DeWitt Bodeen, Alan Ormsby, Paul Schrader",6.2,26767,118
6222,tt0891519,The Crows,"Horror, Thriller",Edzard Onneken,"Martin Ganz, Robert Stiemerling","Holger Badura, Sven Böttcher",4.1,212,90
6224,tt0051440,Clear the stage for Marika,"Comedy, Musical",Georg Jacoby,"Walter Koppel, Heinz-Günter Sass, Gyula Trebitsch",Helmuth M. Backhaus,5.5,52,93
6225,tt0057728,Übermut im Salzkammergut,"Comedy, Musical",Hans Billian,Karl Heinz Busse,Hans Billian,5.7,56,99
6226,tt0400922,Mein Weg zu dir heißt Liebe,"Drama, Romance",Thomas Berger,"Dieter Ulrich Aselmann, Robert Marciniak",Rodica Döhnert,5.1,30,92
6227,tt0102675,Pizza Colonia,Comedy,Klaus Emmerich,,Bernd Schroeder,4.2,53,89
6228,tt0078188,Räuber und Gendarm,"Comedy, Crime, Drama",Hans-Jürgen Tögel,Gunther Malzacher,"Peter Jacob, Mischa Mleinek, Hans-Jürgen Tögel",7.6,10,90
6230,tt0484849,Die Hochzeit meiner Töchter,"Comedy, Drama, Romance",Thomas Jacob,"Nanni Erben, Regina Ziegler","Andy T. Hoetzel, Ina Siefert",4.3,37,90
6231,tt0048503,Ein Polterabend,Comedy,Curt Bois,,"Werner Bernhardy, Curt Bois",7.6,12,90
6232,tt0787503,Polterabend,"Comedy, Short",Marian Bruchholz,Philipp Hoffmann,"Marian Bruchholz, Christoph Mathieu",,,22
6233,tt0032919,Polterabend,Comedy,Carl Boese,,Reinhold Meißner,6.4,13,
6236,tt0395248,Wedding Shower,Crime,Julian Pölsler,,"Alfred Komarek, Julian Pölsler",7.5,69,99
6264,tt0119947,Prince Valiant,"Adventure, Fantasy, Romance",Anthony Hickox,Carsten H.W. Lorenz,"Hal Foster, Michael Frost Beckner, Anthony Hickox, Carsten H.W. Lorenz",5.1,2670,91
6277,tt0310924,Crime Spree,"Action, Comedy, Crime",Brad Mirman,"Jamie Brown, Gary Howsam, Richard Rionda Del Castro",Brad Mirman,6.4,5934,105
6278,tt0253556,Reign of Fire,"Action, Adventure, Fantasy",Rob Bowman,"Gary Barber, Roger Birnbaum, Lili Fini Zanuck, Richard D. Zanuck","Gregg Chabot, Kevin Peterka, Matt Greenberg",6.2,153544,101
6279,tt0108147,Sister Act 2: Back in the Habit,"Comedy, Family, Music",Bill Duke,"Scott Rudin, Dawn Steel","James Orr, Jim Cruickshank, Judi Ann Mason, Paul Rudnick",5.8,64077,107
6280,tt0110216,Junior,"Comedy, Romance, Sci-Fi",Ivan Reitman,Ivan Reitman,"Kevin Wade, Chris Conrad",4.8,78336,109
6281,tt0064548,Klein Erna auf dem Jungfernstieg,Comedy,Hans Heinrich,Hans Raspotnik,"Janne Furch, Dita Borchers, Vera Möller",4.7,112,87
6282,tt0200550,Coyote Ugly,"Comedy, Drama, Music",David McNally,"Jerry Bruckheimer, Chad Oman",Gina Wendkos,5.8,128213,100
6283,tt0119715,MouseHunt,Comedy,Gore Verbinski,"Bruce Cohen, Tony Ludwig, Alan Riche",Adam Rifkin,6.5,63973,98
6296,tt0033357,Who Killed Santa Claus?,"Comedy, Drama, Mystery",Christian-Jaque,,"Charles Spaak, Pierre Véry",7.2,797,105
6304,tt0266759,Meine Tochter darf es nie erfahren,Drama,Lutz Konermann,Hermann Kirchmann,"Hermann Kirchmann, Lutz Konermann",5.2,14,93
6309,tt0790665,Flood,"Action, Drama, Thriller",Tony Mitchell,"Justin Bodle, Genevieve Hofmeyr, Philip Key, Peter McAleese","Justin Bodle, Matthew Cope, Richard Doyle, Nick Morley",4.8,7487,110
6310,tt0088841,The Boss from the West,"Comedy, Drama, Romance",Vivian Naefe,"Gerhard Schmidt, Regina Ziegler",Klaus Poche,7.2,30,94
6312,tt0237534,Brotherhood of the Wolf,"Action, Adventure, Drama",Christophe Gans,"Richard Grandpierre, Samuel Hadida","Stéphane Cabel, Christophe Gans, Canal Plus Ecriture",7.0,77284,142
6317,tt0298131,Rosenstrasse,"Drama, War",Margarethe von Trotta,"Henrik Meyer, Richard Schöps, Markus Zimmer","Margarethe von Trotta, Pamela Katz",6.7,2637,136
6318,tt0295001,Vaya con Dios,"Comedy, Music, Romance",Zoltan Spirandelli,Dieter Ulrich Aselmann,Zoltan Spirandelli,6.9,1090,106
6319,tt0061858,The Karate Killers,"Action, Adventure, Comedy",Barry Shear,Boris Ingster,"Norman Hudis, Boris Ingster, Sam Rolfe",5.3,815,89
6320,tt0089821,Police,"Crime, Drama, Romance",Maurice Pialat,Emmanuel Schlumberger,"Catherine Breillat, Sylvie Pialat, Jacques Fieschi, Maurice Pialat",6.5,3322,113
6322,tt1080836,"Theo, Agnes, Bibi und die anderen",Comedy,Kaspar Heidelbach,Nina Klamroth,Lothar Kurzawa,5.6,32,89
6334,tt0433555,Erbin mit Herz,Drama,Holger Barthel,"Danny Krausz, Kurt Stocker, Isabelle Welter",Uli Brée,5.7,55,89
6335,tt0969312,Oh Tannenbaum,"Comedy, Drama, Family",Matthias Tiefenbacher,Jürgen Kriwitz,Christoph Mattner,6.3,136,89
6341,tt0085255,Blue Thunder,"Action, Crime, Drama",John Badham,Gordon Carroll,"Dan O'Bannon, Don Jakoby",6.4,24617,109
6346,tt0115862,The Chamber,"Crime, Drama, Thriller",James Foley,"John Davis, Brian Grazer, Ron Howard","John Grisham, William Goldman, Phil Alden Robinson",6.0,15935,113
6359,tt0492753,Der Ruf der Berge,Romance,Bettina Braun,,Maximilian Krückl,3.9,25,89
6360,tt0815092,Actresses,"Comedy, Drama",Valeria Bruni Tedeschi,"Olivier Delbosc, Marc Missonnier","Valeria Bruni Tedeschi, Noémie Lvovsky, Agnès de Sacy",5.6,802,107
6361,tt1139397,Der Ruf der Berge - Schatten der Vergangenheit,Drama,Karsten Wichniarz,Rainer Schäfer,Maximilian Krückl,5.2,17,88
6363,tt0012205,Die Geierwally,Drama,Ewald André Dupont,"Hanns Lippmann, Henny Porten","Ewald André Dupont, Wilhelmine von Hillern",6.3,41,118
6364,tt0032515,Die Geierwally,"Drama, Romance",Hans Steinhoff,,"Wilhelmine von Hillern, Jacob Geis, Alexander Lix, Hans Steinhoff",6.7,128,104
6365,tt0049252,Wally of the Vultures,Drama,František Čáp,Ottmar Ostermayr,"Wolf Neumeister, Peter Ostermayr, Wilhelmine von Hillern",5.7,101,90
6366,tt0095204,Geierwally,"Comedy, Musical",Walter Bockmayer,"Rolf Bührmann, Gabriele Heuser","Walter Bockmayer, Bernd Holzmüller, Wilhelmine von Hillern",6.2,253,105
6367,tt0442240,Die Geierwally,Drama,Peter Sämann,"Ursula Vossen, Regina Ziegler","Wilhelmine von Hillern, Felix Huby",4.5,55,89
6368,tt0049206,Holidays in Tyrol,Drama,Wolfgang Schleif,Harry R. Sokal,"Harry R. Sokal, Lisa Tetzner, Wolfgang Wilhelm",5.9,49,100
6369,tt0136613,Der Weihnachtsmörder,Crime,Frank Guthke,,"Michael Fengler, Margot Rothkirch",,,
6372,tt0064431,"Hilfe, ich liebe Zwillinge!",Comedy,Peter Weck,Karl Spiehs,August Rieger,4.4,159,84
6373,tt0120747,The Very Thought of You,"Comedy, Romance",Nick Hamm,Grainne Marmion,Peter Morgan,6.4,4840,88
6374,tt0119162,Happy Divorced,Comedy,Peter Sämann,,"Rainhard Fendrich, Thomas Nippold, Theo Regnier, Christa Stadler",4.7,30,84
6382,tt0278597,The Nugget,Comedy,Bill Bennett,"Bill Bennett, Jennifer Cluff",Bill Bennett,6.0,2131,97
6384,tt8504330,Rounds,Short,Stefan Bünnig,"Amelie Küster, Aysel Yilmaz",Stefan Bünnig,,,29
6385,tt0242671,Meine beste Feindin,Drama,Utz Weber,Hubertus Meyer-Burckhardt,"Kerstin Cantz, Thomas Hermanns, Utz Weber",5.8,16,87
6386,tt0352642,Ninotschka,Musical,Imo Moszkowicz,,"Oliver Hassencamp, Melchior Lengyel",8.7,18,90
6391,tt0807721,Jellyfish,Drama,"Shira Geffen, Etgar Keret","Yaël Fogiel, Laetitia Gonzalez, Amir Harel, Ayelet Kait",Shira Geffen,7.0,2811,78
6393,tt0103035,Taking Care of Business,Comedy,Arthur Hiller,Geoffrey Taylor,"Jill Mazursky, J.J. Abrams",6.4,10112,108
6396,tt0133189,SLC Punk,"Comedy, Drama, Music",James Merendino,"Sam Maydew, Peter Ward",James Merendino,7.3,36009,97
6397,tt0092246,Xaver und sein außerirdischer Freund,"Comedy, Sci-Fi",Werner Possardt,"Uwe Franke, Werner Possardt",Werner Possardt,6.4,360,90
6398,tt0929779,Nebenwirkungen,"Drama, Thriller",Manuel Siebenmann,"Brigitte Hofer, Cornelia Seitler",Daniel von Aarburg,6.5,33,89
6399,tt0085327,Who Finds a Friend Finds a Treasure,"Action, Adventure, Comedy",Sergio Corbucci,Josi W. Konski,"Mario Amendola, Sergio Corbucci",7.1,14331,108
6400,tt0496311,Heute fängt mein Leben an,"Drama, Romance",Christine Kabisch,"Sabine Timmermann, Doris Zander",Silke Zertz,5.2,29,90
6401,tt1087835,Email to Bill Gates,Drama,Josh Broecker,Nathalie Scriba,Martin Rauhaus,5.7,55,91
6404,tt0079641,Nosferatu the Vampyre,"Drama, Horror",Werner Herzog,Werner Herzog,"Werner Herzog, Tom Shachtman, Martje Grohmann, Bram Stoker",7.3,49673,96
6414,tt0401248,Beautiful Boxer,"Action, Biography, Drama",Ekachai Uekrongtham,,"Ekachai Uekrongtham, Desmond Sim",7.2,3385,118
6415,tt0120188,Three Kings,"Action, Adventure, Comedy",David O. Russell,"Paul Junger Witt, Edward L. McDonnell, Charles Roven","John Ridley, David O. Russell",7.1,186892,114
6416,tt0954933,Runaway Horse,"Comedy, Drama",Rainer Kaufmann,"Paul Günczler, Rikolt von Gagern","Kathrin Richter, Ralf Hertwig, Martin Walser",6.2,474,92
6417,tt0382627,Dallas Pashamende,Drama,Robert-Adrian Pejo,László Kántor,"Géza Csemer, Robert-Adrian Pejo",6.5,241,93
6418,tt1094249,Hotel Chevalier,"Drama, Romance, Short",Wes Anderson,,Wes Anderson,7.1,37715,13
6420,tt0140497,Die Ratte,"Crime, Drama",Klaus Lemke,Klaus Lemke,"Frank Göhre, Klaus Lemke",5.9,101,80
6435,tt0120791,Practical Magic,"Comedy, Drama, Fantasy",Griffin Dunne,Denise Di Novi,"Alice Hoffman, Robin Swicord, Akiva Goldsman, Adam Brooks",6.4,109439,104
6436,tt0117729,Star Command,"Action, Adventure, Sci-Fi","Jim Johnston, E.W. Swackhamer",Artie Mandelberg,Melinda M. Snodgrass,5.2,575,97
6439,tt0376105,Racing Stripes,"Adventure, Comedy, Drama",Frederik Du Chau,"Broderick Johnson, Andrew A. Kosove, Edward L. McDonnell, Lloyd Phillips","David Schmidt, Steven P. Wegner, Kirk DeMicco, Frederik Du Chau",5.2,19345,102
6440,tt0120824,The Shipping News,Drama,Lasse Hallström,"Linda Goldstein Knowlton, Leslie Holleran, Irwin Winkler","Annie Proulx, Robert Nelson Jacobs",6.7,34913,111
6441,tt0111431,Till the End of the Night,Drama,Larry Brand,"Brad Krevoy, Steven Stabler",Larry Brand,3.9,226,90
6442,tt0365066,Clubhouse Detectives in Big Trouble,"Adventure, Family",Eric Hendershot,Karri O'Reilly,"Eric Hendershot, Monty Mickelson",6.1,90,79
6443,tt0386862,The Forest for the Trees,Drama,Maren Ade,Janine Jackowski,Maren Ade,7.2,2057,81
6444,tt0100747,Auntie Danielle,"Comedy, Drama, Romance",Étienne Chatiliez,Charles Gassot,"Florence Quentin, Étienne Chatiliez",7.0,3967,110
6460,tt0301157,Die Datsche,Thriller,Carsten Fiebeler,"Bernhard Koellisch, Sabine Manthey","Carsten Fiebeler, Ulf Jakobsen",6.1,47,90
6461,tt0910559,Cherry Blossoms,"Drama, Romance",Doris Dörrie,"Harald Kügler, Molly von Fürstenberg",Doris Dörrie,7.6,6351,127
6462,tt0780513,Der falsche Tod,Drama,Martin Eigler,Christian Rohde,"Martin Eigler, Sönke Lars Neuwöhner",7.1,28,90
6463,tt0102609,Other People's Money,"Comedy, Drama, Romance",Norman Jewison,"Norman Jewison, Ric Kidney","Jerry Sterner, Alvin Sargent",6.2,10171,103
6464,tt0972863,Ohne einander,Drama,Diethard Klante,Anna Oeller,"Diethard Klante, Martin Walser",6.4,26,90
6465,tt0461693,Noch einmal lieben,Drama,Anna Justice,Ewa Karlström,Andrea Sixt,6.4,50,90
6466,tt0329101,Freddy vs. Jason,Horror,Ronny Yu,Sean S. Cunningham,"Wes Craven, Victor Miller, Damian Shannon, Mark Swift",5.8,136934,97
6467,tt0497990,Trip to Asia: The Quest for Harmony,"Documentary, Music",Thomas Grube,"Uwe Dierks, Thomas Grube, Anca Monica Pandelca, Alan Yentob",Thomas Grube,7.4,127,108
6468,tt0213174,First Snow,Drama,Gaël Morel,"Pierre Chevalier, Jérôme Cornuau, Miguel Courtois, Gilles de Maistre","Michel Grisolia, Gaël Morel, Pierre Sauvil",6.2,138,63
6469,tt0114606,The Takeover,Action,Troy Cook,Cheryl Cook,Gene Mitchell,3.8,112,91
6470,tt0099575,Fire Birds,"Action, Adventure",David Green,Bill Badalato,"Step Tyner, John K. Swensson, Dale Dye, Nick Thiel, Paul F. Edwards",4.8,7980,85
6471,tt0079367,The Jerk,Comedy,Carl Reiner,"William E. McEuen, David V. Picker","Steve Martin, Carl Gottlieb, Michael Elias",7.1,69146,94
6472,tt0109951,Guarding Tess,"Comedy, Drama",Hugh Wilson,"Nancy Graham Tanen, Ned Tanen","Hugh Wilson, PJ Torokvei",6.2,20939,96
6473,tt0457090,The Marksman,"Action, Adventure, Thriller",Marcus Adams,"Donald Kushner, Pierre Spengler, Andrew Stevens","Travis Spangler, Tyler Spangler, J.S. Cardone, Andy Hurst",4.1,5063,95
6474,tt0061587,Navajo Joe,"Drama, Western",Sergio Corbucci,"Luigi Carpentieri, Ermanno Donati","Ugo Pirro, Piero Regnoli, Fernando Di Leo",6.3,5170,93
6476,tt0074553,From Noon Till Three,"Drama, Romance, Western",Frank D. Gilroy,"M.J. Frankovich, William Self",Frank D. Gilroy,6.5,3550,99
6477,tt0952640,Alvin and the Chipmunks,"Adventure, Animation, Comedy",Tim Hill,"Ross Bagdasarian Jr., Janice Karman","Jon Vitti, Will McRobb, Chris Viscardi, Ross Bagdasarian",5.3,106676,92
6478,tt0363473,Beyond the Sea,"Biography, Drama, Music",Kevin Spacey,"Jan Fantl, Arthur Friedman, Andy Paterson, Kevin Spacey","Kevin Spacey, Lewis Colick",6.7,16100,118
6479,tt0480249,I Am Legend,"Drama, Horror, Sci-Fi",Francis Lawrence,"Akiva Goldsman, David Heyman, James Lassiter, Neal H. Moritz","Mark Protosevich, Akiva Goldsman, Richard Matheson, John William Corrington, Joyce Hooper Corrington",7.2,883845,101
6480,tt0156788,Melissa,Drama,Steve Binder,Frank Mayor,"Paul Le Mos, Sasha Wolf",4.0,174,81
6485,tt0389155,Melissa,Short,Andrés Aros,"Andrés Aros, Vicente Espinosa","Andrés Aros, Vicente Espinosa",,,7
6486,tt0989682,Melissa,"Drama, Short",Figen Ünsal,,Figen Ünsal,,,15
6487,tt1075009,Plum Rain,,Frédéric Fisbach,Frédéric Bellaïche,"Frédéric Fisbach, Anne-Louise Trividic",6.2,41,85
6488,tt0099052,Arachnophobia,"Comedy, Horror, Thriller",Frank Marshall,"Kathleen Kennedy, Richard Vane","Don Jakoby, Al Williams, Wesley Strick",6.5,81139,109
6489,tt1151358,Lawine,Drama,Thomas Kronthaler,,Malte Roeper,5.8,22,89
6497,tt0056230,Max der Taschendieb,"Comedy, Crime",Imo Moszkowicz,"Claus Hardt, Utz Utermann","István Békeffy, Hans Jacoby",6.4,314,91
6498,tt0110631,Nightwatch,Thriller,Ole Bornedal,Michael Obel,Ole Bornedal,7.1,20690,107
6499,tt0120389,Turbo: A Power Rangers Movie,"Action, Adventure, Family","Shuki Levy, David Winning",Jonathan Tzachor,"Shuki Levy, Shell Danielson, Haim Saban, Shôtarô Ishinomori, Saburo Yatsude",3.8,10497,99
6500,tt0082730,Mein Freund der Scheich,Comedy,Rainer Erler,Rainer Erler,Rainer Erler,4.2,14,90
6501,tt0050461,Gruß und Kuss vom Tegernsee,"Comedy, Musical, Romance",Rudolf Schündler,,"K.H. Butte, Joachim Wedekind",5.3,37,105
6502,tt1141725,Der lange Weg ans Licht,Documentary,Douglas Wolfsperger,Douglas Wolfsperger,Douglas Wolfsperger,5.1,16,100
6509,tt0054466,Wenn die Heide blüht,Drama,Hans Deppe,Kurt Ulrich,"Gustav Kampendonk, Hermann Löns",4.1,65,93
6510,tt0198594,Die Kandidatin,,Danielo Devaux,,Gert Gesch,,,
6511,tt0076280,The Consequence,"Drama, Romance",Wolfgang Petersen,Bernd Eichinger,"Alexander Ziegler, Wolfgang Petersen",7.2,1167,100
6512,tt0245227,Lebenslügen,"Drama, Family",Dietrich Haugk,,Christa Mühl,5.4,13,90
6513,tt0087394,He's Not Your Son,Drama,Don Taylor,Sam Strangis,"Alan Collis, Robert Friedl, Arnold Margolin, Alida Van Gores",5.7,86,96
6514,tt1024877,Die Todesautomatik,Drama,Niki Stein,Johannes Pollmann,"Wieland Bauder, Niki Stein",6.7,60,90
6519,tt0377818,The Dukes of Hazzard,"Action, Adventure, Comedy",Jay Chandrasekhar,Bill Gerber,"Gy Waldron, John O'Brien, Jonathan L. Davis",5.2,85245,104
6520,tt0113071,First Knight,"Action, Adventure, Drama",Jerry Zucker,"Hunt Lowry, Jerry Zucker","Lorne Cameron, David Hoselton, William Nicholson",6.0,83013,134
6521,tt0208874,The Contender,"Drama, Thriller",Rod Lurie,"Willi Bär, Marc Frydman, James Spies, Douglas Urbanski",Rod Lurie,6.9,26134,126
6522,tt0123964,Life,"Comedy, Crime, Drama",Ted Demme,"Brian Grazer, Eddie Murphy","Robert Ramsey, Matthew Stone",6.8,61531,108
6523,tt0054127,North to Alaska,"Comedy, Romance, Western",Henry Hathaway,Henry Hathaway,"John Lee Mahin, Martin Rackin, Claude Binyon, Ladislas Fodor, John H. Kafka, Ben Hecht, Wendell Mayes",6.9,9274,122
6524,tt0102303,Life Stinks,Comedy,Mel Brooks,Mel Brooks,"Mel Brooks, Ron Clark, Rudy De Luca, Steve Haberman",5.9,12495,92
6525,tt0054002,Kriminaltango,"Comedy, Musical",Géza von Cziffra,Herbert Gruber,Géza von Cziffra,5.6,117,87
6526,tt0062087,Otto ist auf Frauen scharf,Comedy,Franz Antel,Franz Antel,Kurt Nachmann,4.0,88,85
6528,tt0943243,Der Novembermann,Drama,Jobst Oetzmann,Iris Kiefer,Magnus Vattrodt,6.8,118,90
6529,tt0045883,Hondo,"Drama, Romance, War",John Farrow,Robert Fellows,"James Edward Grant, Louis L'Amour",7.0,14105,83
6535,tt0796368,Talk to Me,"Biography, Drama, History",Kasi Lemmons,"Joe Fries, Mark Gordon, Sidney Kimmel, Josh McLaughlin","Michael Genet, Rick Famuyiwa",7.3,10658,118
6536,tt0470087,Streets of Rio,"Crime, Drama, Sport",Alexander Pickl,"Ricardo Fasanello, Dan Maag, Philip Schulz-Deyle","Rene Belmonte, Nikolai Müllerschön",5.2,309,97
6537,tt0464141,The Orphanage,"Drama, Horror, Mystery",J.A. Bayona,"Álvaro Augustin, Joaquín Padró, Mar Targarona",Sergio G. Sánchez,7.4,171255,105
6538,tt0472062,Charlie Wilson's War,"Biography, Comedy, Drama",Mike Nichols,"Gary Goetzman, Tom Hanks","Aaron Sorkin, George Crile",7.0,131035,102
6547,tt0105328,Schtonk!,"Comedy, Crime",Helmut Dietl,"Helmut Dietl, Günter Rohrbach","Helmut Dietl, Ulrich Limmer, Peter Märthesheimer, Pea Fröhlich",7.1,4490,115
6548,tt0091028,Driving School,Comedy,Bernhard Stephan,,"Bernd Schirmer, Peter Jakubeit, Bernhard Stephan",5.9,40,85
6552,tt0138510,Idle Hands,"Comedy, Fantasy, Horror",Rodman Flender,"Andrew Licht, Jeffrey A. Mueller, Jennifer Todd, Suzanne Todd","Terri Hughes Burton, Ron Milbauer",6.3,50613,92
6553,tt0108574,No More Mr. Nice Guy,Comedy,Detlev Buck,Claus Boje,"Detlev Buck, Ernst Kahl",7.3,1380,92
6554,tt0305242,The Architects,Drama,Peter Kahane,,"Peter Kahane, Thomas Knauf, Christoph Prochnow",7.0,316,95
6556,tt0057476,The Black Abbot,"Crime, Mystery, Thriller",Franz Josef Gottlieb,"Preben Philipsen, Horst Wendlandt","Edgar Wallace, Johannes Kai, Franz Josef Gottlieb",5.8,961,95
